,department,institution,first_name,middle_name,last_name,title,year
7725,,,steven,,colleman,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7726,,,ramiro,german rodriguez,colmeiro,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7727,,,marc,,combalia,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7728,,,anthony,b,costa,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7729,,,xiaomeng,,cui,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7730,,,zhenzhen,,dai,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7731,,,lutao,,dai,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7732,,,laura,alexandra,daza,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7733,,,eric,,deutsch,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7734,,,changxing,,ding,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7735,,,chao,,dong,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7736,,,shidu,,dong,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7737,,,wojciech,,dudzik,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7738,,,zach,,eatonrosen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7739,,,gary,,egan,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7740,,,guilherme,,escudero,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7741,,,theo,,estienne,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7742,,,jonathan,,fabrizio,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7743,,,yong,,fan,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7744,,,longwei,,fang,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7745,,,xue,,feng,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7746,,,enzo,,ferrante,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7747,,,lucas,,fidon,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7748,,,martin,,fischer,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7749,,,naomi,,fridman,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7750,,,huan,,fu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7751,,,david,thomas alfonso,fuentes,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7752,,,yaozong,,gao,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7753,,,evan,,gates,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7754,,,david,,gering,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7755,,,amir,,gholami,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7756,,,willi,,gierke,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7757,,,ben,,glocker,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7758,,,mingming,,gong,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7759,,,sandra,,gonzalezvilla,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7760,,,t,,grosges,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7761,,,yuanfang,,guan,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7762,,,sheng,,guo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7763,,,s,,gupta,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7764,,,woosup,,han,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7765,,,il,song,han,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7766,,,konstantin,,harmuth,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7767,,,huiguang,,he,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7768,,,aura,,hernandezsabate,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7769,,,evelyn,,herrmann,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7770,,,naveen,,himthani,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7771,,,winston,h,hsu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7772,,,cheyu,,hsu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7773,,,xiaojun,,hu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7774,,,xiaobin,,hu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7775,,,yan,,hu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7776,,,yifan,,hu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7777,,,rui,,hua,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7778,,,tengyi,,huang,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7779,,,weilin,,huang,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7780,,,sabine,van,huffel,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7781,,,quan,,huo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7782,,,h,v,vivek,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7783,,,khan,m,iftekharuddin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7784,,,fabian,,isensee,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7785,,,mobarakol,,islam,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7786,,,sachin,r,jambawalikar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7787,,,andrew,,jesson,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7788,,,weijian,,jian,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7789,,,peter,,jin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7790,,,v,jeya maria,jose,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7791,,,alain,,jungo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7792,,,bernhard,,kainz,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7793,,,konstantinos,,kamnitsas,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7794,,,poyu,,kao,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7795,,,ayush,,karnawat,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7796,,,thomas,,kellermeier,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7797,,,adel,,kermi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7798,,,kurt,,keutzer,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7799,,,mohamed,tarek,khadir,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7800,,,mahendra,,khened,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7801,,,philipp,,kickingereder,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7802,,,geena,,kim,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7803,,,nik,,king,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7804,,,haley,,knapp,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7805,,,urspeter,,knecht,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7806,,,lisa,,kohli,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7807,,,deren,,kong,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7808,,,xiangmao,,kong,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7809,,,simon,,koppers,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7810,,,avinash,,kori,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7811,,,ganapathy,,krishnamurthi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7812,,,egor,,krivov,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7813,,,piyush,,kumar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7814,,,kaisar,,kushibar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7815,,,dmitrii,,lachinov,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7816,,,tryphon,,lambrou,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7817,,,joon,k,lee,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7818,,,chengen,,lee,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7819,,,yuehchou,,lee,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7820,,,matthew,c h,lee,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7821,,,szidonia,,lefkovits,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7822,,,laszlo,,lefkovits,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7823,,,james,,levitt,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7824,,,tengfei,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7825,,,hongwei,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7826,,,wenqi,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7827,,,hongyang,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7828,,,xiaochuan,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7829,,,yuexiang,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7830,,,zhenye,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7831,,,zeju,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7832,,,xiaogang,,li,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7833,,,zhengshen,,lin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7834,,,fengming,,lin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7835,,,pietro,,lio,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7836,,,boqiang,,liu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7837,,,mingyuan,,liu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7838,,,ju,,liu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7839,,,luyan,,liu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7840,,,xavier,,llado,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7841,,,pablo,ribalta,lorenzo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7842,,,zhentai,,lu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7843,,,lin,,luo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7844,,,zhigang,,luo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7845,,,kai,,ma,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7846,,,thomas,,mackie,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7847,,,anant,,madabushi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7848,,,issam,,mahmoudi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7849,,,klaus,h,maierhein,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7850,,,pradipta,,maji,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7851,,,c,p,mammen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7852,,,andreas,,mang,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7853,,,michal,,marcinkiewicz,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7854,,,steven,,mcdonagh,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7855,,,stephen,j,mckenna,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7856,,,richard,,mckinley,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7857,,,miriam,,mehl,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7858,,,sachin,,mehta,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7859,,,raghav,,mehta,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7860,,,raphael,,meier,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7861,,,christoph,,meinel,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7862,,,dorit,,merhof,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7863,,,craig,h,meyer,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7864,,,sushmita,,mitra,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7865,,,aliasgar,,moiyadi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7866,,,david,,molinagarcia,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7867,,,miguel,,monteiro,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7868,,,grzegorz,,mrukwa,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7869,,,andriy,,myronenko,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7870,,,jakub,,nalepa,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7871,,,thuyen,,ngo,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7872,,,dong,,nie,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7873,,,holly,,ning,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7874,,,chen,,niu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7875,,,nicholas,k,nuechterlein,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7876,,,eric,k,oermann,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7877,,,arlindo,l,oliveira,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7878,,,diego,d c,oliveira,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7879,,,arnau,,oliver,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7880,,,alexander,f i,osman,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7881,,,yunian,,ou,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7882,,,sebastien,,ourselin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7883,,,nikos,,paragios,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7884,,,moo,sung,park,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7885,,,brad,,paschke,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7886,,,j,gregory,pauloski,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7887,,,kamlesh,,pawar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7888,,,nick,,pawlowski,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7889,,,linmin,,pei,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7890,,,suting,,peng,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7891,,,silvio,m,pereira,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7892,,,julian,,perezbeteta,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7893,,,victor,m,perezgarcia,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7894,,,simon,,pezold,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7895,,,bao,,pham,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7896,,,ashish,,phophalia,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7897,,,gemma,,piella,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7898,,,g,n,pillai,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7899,,,marie,,piraud,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7900,,,maxim,,pisov,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7901,,,anmol,,popli,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7902,,,reza,,pourreza,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7903,,,prateek,,prasanna,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7904,,,vesna,,prkovska,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7905,,,santi,,puch,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7906,,,elodie,,puybareau,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7907,,,buyue,,qian,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7908,,,xu,,qiao,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7909,,,martin,,rajchl,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7910,,,swapnil,,rane,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7911,,,michael,,rebsamen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7912,,,hongliang,,ren,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7913,,,xuhua,,ren,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7914,,,karthik,,revanuru,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7915,,,mina,,rezaei,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7916,,,oliver,,rippel,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7917,,,luis,carlos,rivera,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7918,,,charlotte,,robert,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7919,,,bruce,r,rosen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7920,,,daniel,,rueckert,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7921,,,mohammed,,safwan,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7922,,,mostafa,,salem,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7923,,,joaquim,,salvi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7924,,,irina,,sanchez,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7925,,,heitor,m,santos,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7926,,,emmett,,sartor,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7927,,,dawid,,schellingerhout,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7928,,,klaudius,,scheufele,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7929,,,matthew,r,scott,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7930,,,artur,a,scussel,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7931,,,sara,,sedlar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7932,,,juan,pablo,serranorubio,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7933,,,n,jon,shah,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7934,,,nameetha,,shah,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7935,,,mazhar,,shaikh,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7936,,,b,uma,shankar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7937,,,zeina,,shboul,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7938,,,haipeng,,shen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7939,,,linlin,,shen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7940,,,haocheng,,shen,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7941,,,varun,,shenoy,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7942,,,hyung,eun,shin,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7943,,,hai,,shu,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7944,,,diana,,sima,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7945,,,matthew,,sinclair,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7946,,,orjan,,smedby,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7947,,,james,,snyder,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7948,,,mohammadreza,,soltaninejad,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7949,,,guidong,,song,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7950,,,mehul,,soni,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7951,,,jean,,stawiaski,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7952,,,shashank,,subramanian,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
